x         z         rate
   -9.92       -3.60            0.02
   -9.88       -3.60            0.02
   -9.84       -3.60            0.02
   -9.80       -3.60            0.02
   -9.76       -3.60            0.02
   -9.72       -3.60            0.02
   -9.68       -3.60            0.02
   -9.64       -3.60            0.02
   -9.60       -3.60            0.02
   -9.56       -3.60            0.02
   -9.52       -3.60            0.02
   -9.48       -3.60            0.02
   -9.44       -3.60            0.02
   -9.40       -3.60            0.02
   -9.36       -3.60            0.01
   -9.32       -3.60            0.01
   -9.28       -3.60            0.01
   -9.24       -3.60            0.01
   -9.20       -3.60            0.01
   -9.16       -3.60            0.01
   -9.12       -3.60            0.01
   -9.08       -3.60            0.01
   -9.04       -3.60            0.01
   -9.00       -3.60            0.01
   -8.96       -3.60            0.01
   -8.92       -3.60            0.01
   -8.88       -3.60            0.01
   -8.84       -3.60            0.01
   -8.80       -3.60            0.01
   -8.76       -3.60            0.01
   -8.72       -3.60            0.01
   -8.68       -3.60            0.01
   -8.64       -3.60            0.01
   -8.60       -3.60            0.01
   -8.56       -3.60            0.01
   -8.52       -3.60            0.01
   -8.48       -3.60            0.01
   -8.44       -3.60            0.01
   -8.40       -3.60            0.01
   -8.36       -3.60            0.01
   -8.32       -3.60            0.01
   -8.28       -3.60            0.01
   -8.24       -3.60            0.01
   -8.20       -3.60            0.01
   -8.16       -3.60            0.01
   -8.12       -3.60            0.01
   -8.08       -3.60            0.01
   -8.04       -3.60            0.01
   -8.00       -3.60            0.01
   -7.96       -3.60            0.01
   -7.92       -3.60            0.01
   -7.88       -3.60            0.01
   -7.84       -3.60            0.01
   -7.80       -3.60            0.01
   -7.76       -3.60            0.01
   -7.72       -3.60            0.01
   -7.68       -3.60            0.01
   -7.64       -3.60            0.01
   -7.60       -3.60            0.01
   -7.56       -3.60            0.01
   -7.52       -3.60            0.01
   -7.48       -3.60            0.01
   -7.44       -3.60            0.01
   -7.40       -3.60            0.01
   -7.36       -3.60            0.01
   -7.32       -3.60            0.01
   -7.28       -3.60            0.01
   -7.24       -3.60            0.01
   -7.20       -3.60            0.01
   -7.16       -3.60            0.01
   -7.12       -3.60            0.01
   -7.08       -3.60            0.01
   -7.04       -3.60            0.01
   -7.00       -3.60            0.01
   -6.96       -3.60            0.01
   -6.92       -3.60            0.01
   -6.88       -3.60            0.01
   -6.84       -3.60            0.01
   -6.80       -3.60            0.01
   -6.76       -3.60            0.01
   -6.72       -3.60            0.01
   -6.68       -3.60            0.01
   -6.64       -3.60            0.01
   -6.60       -3.60            0.01
   -6.56       -3.60            0.01
   -6.52       -3.60            0.01
   -6.48       -3.60            0.01
   -6.44       -3.60            0.01
   -6.40       -3.60            0.01
   -6.36       -3.60            0.01
   -6.32       -3.60            0.00
   -6.28       -3.60            0.00
   -6.24       -3.60            0.00
   -6.20       -3.60            0.00
   -6.16       -3.60            0.00
   -6.12       -3.60            0.00
   -6.08       -3.60            0.00
   -6.04       -3.60            0.00
   -6.00       -3.60            0.00
   -5.96       -3.60            0.00
   -5.92       -3.60            0.00
   -5.88       -3.60            0.00
   -5.84       -3.60            0.00
   -5.80       -3.60            0.00
   -5.76       -3.60            0.00
   -5.72       -3.60            0.00
   -5.68       -3.60            0.00
   -5.64       -3.60            0.00
   -5.60       -3.60            0.00
   -5.56       -3.60            0.00
   -5.52       -3.60            0.00
   -5.48       -3.60            0.00
   -5.44       -3.60            0.00
   -5.40       -3.60            0.00
   -5.36       -3.60            0.00
   -5.32       -3.60            0.00
   -5.28       -3.60            0.00
   -5.24       -3.60            0.00
   -5.20       -3.60            0.00
   -5.16       -3.60            0.00
   -5.12       -3.60            0.00
   -5.08       -3.60            0.00
   -5.04       -3.60            0.00
   -5.00       -3.60            0.00
   -4.96       -3.60            0.00
   -4.92       -3.60            0.00
   -4.88       -3.60            0.00
   -4.84       -3.60            0.00
   -4.80       -3.60            0.00
   -4.76       -3.60            0.00
   -4.72       -3.60            0.00
   -4.68       -3.60            0.00
   -4.64       -3.60            0.00
   -4.60       -3.60            0.00
   -4.56       -3.60            0.00
   -4.52       -3.60            0.00
   -4.48       -3.60            0.00
   -4.44       -3.60            0.00
   -4.40       -3.60            0.00
   -4.36       -3.60            0.00
   -4.32       -3.60            0.00
   -4.28       -3.60            0.00
   -4.24       -3.60            0.00
   -4.20       -3.60            0.00
   -4.16       -3.60            0.00
   -4.12       -3.60            0.01
   -4.08       -3.60            0.01
   -4.04       -3.60            0.01
   -4.00       -3.60            0.01
   -3.96       -3.60            0.01
   -3.92       -3.60            0.01
   -3.88       -3.60            0.01
   -3.84       -3.60            0.01
   -3.80       -3.60            0.01
   -3.76       -3.60            0.01
   -3.72       -3.60            0.01
   -3.68       -3.60            0.01
   -3.64       -3.60            0.01
   -3.60       -3.60            0.01
   -3.56       -3.60            0.01
   -3.52       -3.60            0.01
   -3.48       -3.60            0.01
   -3.44       -3.60            0.01
   -3.40       -3.60            0.01
   -3.36       -3.60            0.01
   -3.32       -3.60            0.01
   -3.28       -3.60            0.01
   -3.24       -3.60            0.01
   -3.20       -3.60            0.01
   -3.16       -3.60            0.01
   -3.12       -3.60            0.01
   -3.08       -3.60            0.01
   -3.04       -3.60            0.01
   -3.00       -3.60            0.01
   -2.96       -3.60            0.01
   -2.92       -3.60            0.01
   -2.88       -3.60            0.01
   -2.84       -3.60            0.02
   -2.80       -3.60            0.02
   -2.76       -3.60            0.02
   -2.72       -3.60            0.02
   -2.68       -3.60            0.02
   -2.64       -3.60            0.02
   -2.60       -3.60            0.02
   -2.56       -3.60            0.02
   -2.52       -3.60            0.02
   -2.48       -3.60            0.02
   -2.44       -3.60            0.02
   -2.40       -3.60            0.02
   -2.36       -3.60            0.02
   -2.32       -3.60            0.02
   -2.28       -3.60            0.02
   -2.24       -3.60            0.02
   -2.20       -3.60            0.02
   -2.16       -3.60            0.02
   -2.12       -3.60            0.02
   -2.08       -3.60            0.02
   -2.04       -3.60            0.02
   -2.00       -3.60            0.02
   -1.96       -3.60            0.02
   -1.92       -3.60            0.02
   -1.88       -3.60            0.02
   -1.84       -3.60            0.02
   -1.80       -3.60            0.02
   -1.76       -3.60            0.02
   -1.72       -3.60            0.02
   -1.68       -3.60            0.02
   -1.64       -3.60            0.02
   -1.60       -3.60            0.02
   -1.56       -3.60            0.02
   -1.52       -3.60            0.02
   -1.48       -3.60            0.02
   -1.44       -3.60            0.01
   -1.40       -3.60            0.01
   -1.36       -3.60            0.01
   -1.32       -3.60            0.01
   -1.28       -3.60            0.01
   -1.24       -3.60            0.01
   -1.20       -3.60            0.01
   -1.16       -3.60            0.01
   -1.12       -3.60            0.01
   -1.08       -3.60            0.01
   -1.04       -3.60            0.01
   -1.00       -3.60            0.01
   -0.96       -3.60            0.01
   -0.92       -3.60            0.01
   -0.88       -3.60            0.01
   -0.84       -3.60            0.01
   -0.80       -3.60            0.01
   -0.76       -3.60            0.01
   -0.72       -3.60            0.01
   -0.68       -3.60            0.01
   -0.64       -3.60            0.01
   -0.60       -3.60            0.01
   -0.56       -3.60            0.01
   -0.52       -3.60            0.01
   -0.48       -3.60            0.01
   -0.44       -3.60            0.01
   -0.40       -3.60            0.02
   -0.36       -3.60            0.02
   -0.32       -3.60            0.02
   -0.28       -3.60            0.02
   -0.24       -3.60            0.02
   -0.20       -3.60            0.02
   -0.16       -3.60            0.02
   -0.12       -3.60            0.02
 
  -11.92       -3.56            0.05
  -11.88       -3.56            0.05
  -11.84       -3.56            0.04
  -11.80       -3.56            0.04
  -11.76       -3.56            0.04
  -11.72       -3.56            0.04
  -11.68       -3.56            0.04
  -11.64       -3.56            0.04
  -11.60       -3.56            0.04
  -11.56       -3.56            0.04
  -11.52       -3.56            0.04
  -11.48       -3.56            0.04
  -11.44       -3.56            0.04
  -11.40       -3.56            0.04
  -11.36       -3.56            0.04
  -11.32       -3.56            0.04
  -11.28       -3.56            0.04
  -11.24       -3.56            0.04
  -11.20       -3.56            0.04
  -11.16       -3.56            0.04
  -11.12       -3.56            0.04
  -11.08       -3.56            0.04
  -11.04       -3.56            0.04
  -11.00       -3.56            0.04
  -10.96       -3.56            0.04
  -10.92       -3.56            0.04
  -10.88       -3.56            0.04
  -10.84       -3.56            0.03
  -10.80       -3.56            0.03
  -10.76       -3.56            0.03
  -10.72       -3.56            0.03
  -10.68       -3.56            0.03
  -10.64       -3.56            0.03
  -10.60       -3.56            0.03
  -10.56       -3.56            0.03
  -10.52       -3.56            0.03
  -10.48       -3.56            0.03
  -10.44       -3.56            0.03
